Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
Rubrik,https://www.crunchbase.com/organization/rubrik,"Cloud Computing, Cloud Data Services, Cloud Management, Data Center Automation, Information Technology, Security, Software","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-01-01,month,,,2019-01-15,261000000,USD,261000000,Series E,261000000,USD,261000000,Late Stage Venture,"Bain Capital Ventures, Greylock Partners, IVP (Institutional Venture Partners), Khosla Ventures, Lightspeed Venture Partners",6
SentinelOne,https://www.crunchbase.com/organization/sentinel,"Computer, Cyber Security, Network Security, Security","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2019-06-05,120000000,USD,120000000,Series D,120000000,USD,120000000,Late Stage Venture,"Accel, Insight Partners, Redpoint, The Westly Group, Tiger Global Management",14
enSilo,https://www.crunchbase.com/organization/ensilo,Cyber Security,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-08-01,month,,,2019-07-11,23500000,USD,23500000,Series B,23500000,USD,23500000,Early Stage Venture,"Counterview Capital, Lightspeed Venture Partners, O.G. Tech Ventures, Rembrandt Venture Partners, Viola Ventures",5
Anchorage,https://www.crunchbase.com/organization/anchorage,"Blockchain, Cryptocurrency, Financial Services, FinTech, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-01-01,year,,,2019-07-10,40000000,USD,40000000,Series B,40000000,USD,40000000,Early Stage Venture,"Andreessen Horowitz, Blockchain Capital, Khosla Ventures, Polychain, Visa",10
Chainalysis,https://www.crunchbase.com/organization/chainalysis,"Bitcoin, Cryptocurrency, Financial Exchanges, FinTech, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-10-01,day,,,2019-04-16,6000000,USD,6000000,Series B,6000000,USD,6000000,Early Stage Venture,"Accel, FundersClub, Mitsubishi UFJ Financial Group, Point Nine Capital, Techstars",10
Nextdoor,https://www.crunchbase.com/organization/nextdoor,"Communities, GovTech, Internet, Privacy, Private Social Networking, Social Media","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2010-01-01,year,,,2019-05-14,123000000,USD,123000000,Series F,123000000,USD,123000000,Late Stage Venture,"Comcast Ventures, Insight Partners, Redpoint, Tiger Global Management, Valor Capital Group",22
InCountry,https://www.crunchbase.com/organization/incountry,"Compliance, Data Storage, Information Technology","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2019-01-01,year,,,2019-07-18,15000000,USD,15000000,Series A,15000000,USD,15000000,Early Stage Venture,"Arbor Ventures, CRV, Felicis Ventures, Global Founders Capital, Ridge Ventures (Formerly known as IDG Ventures USA)",12
OneLogin,https://www.crunchbase.com/organization/onelogin,"Big Data, Cloud Security, Enterprise Software, Identity Management, Information Technology, SaaS, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2009-01-01,year,,,2019-01-10,100000000,USD,100000000,Series D,100000000,USD,100000000,Late Stage Venture,"CRV, Greenspring Associates, Jim Patterson, Scale Venture Partners, Social Capital",8
Text IQ,https://www.crunchbase.com/organization/text-iq,"Artificial Intelligence, Compliance, Enterprise Software, Information Technology, Machine Learning","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-01-01,year,,,2019-06-18,12600000,USD,12600000,Series A,12600000,USD,12600000,Early Stage Venture,"Alchemist Accelerator, FirstMark, FLOODGATE, Sierra Ventures",4
TrapX Security,https://www.crunchbase.com/organization/trapx-security,"Cloud Security, Computer Vision, Cyber Security, Network Security, Real Time, Security","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2012-01-01,year,,,2019-07-01,18000000,USD,18000000,Series C,18000000,USD,18000000,Late Stage Venture,"BRM Capital, Intel Capital, Liberty Technology Venture Capital, Opus Capital, Strategic Cyber Ventures",7
NowSecure,https://www.crunchbase.com/organization/nowsecure,"Apps, Cyber Security, Mobile, Penetration Testing, Security, Software","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2009-01-01,year,,,2019-06-28,15000000,USD,15000000,Series B,15000000,USD,15000000,Early Stage Venture,"Baird Capital, ForgePoint Capital, Jump Capital, MATH Venture Partners",4
Auth0,https://www.crunchbase.com/organization/auth0,"Developer APIs, Enterprise Software, Identity Management, Information Technology, Internet, Software","Bellevue, Washington, United States","Greater Seattle Area, West Coast, Western US",2013-02-01,day,,,2019-05-20,103000000,USD,103000000,Series E,103000000,USD,103000000,Late Stage Venture,"Bessemer Venture Partners, NTT DoCoMo, Sapphire Ventures, Silicon Valley Bank, Trinity Ventures",13
Privitar,https://www.crunchbase.com/organization/privitar,"Big Data, Cyber Security, Enterprise Software, Privacy","London, England, United Kingdom",European Union (EU),2014-11-15,day,,,2019-06-10,40000000,USD,40000000,Series B,40000000,USD,40000000,Early Stage Venture,"Accel, Citigroup, IQ Capital, Partech, Salesforce Ventures",14
Kraken,https://www.crunchbase.com/organization/kraken,"Bitcoin, Cryptocurrency, Financial Exchanges, Financial Services, FinTech, Trading Platform","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2011-07-01,month,,,2019-05-21,13500000,EUR,15072010,Equity Crowdfunding,13500000,EUR,15072010,,"BnkToTheFuture, Tyr Capital",2
Fireblocks,https://www.crunchbase.com/organization/fireblocks,"Blockchain, Computer, Cyber Security, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2018-01-01,year,,,2019-06-11,16000000,USD,16000000,Series A,16000000,USD,16000000,Early Stage Venture,"CyberStarts, Eight Roads Ventures, MState, Tenaya Capital",4
Valtix,https://www.crunchbase.com/organization/valtix,Security,"Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2018-03-01,month,,,2019-06-19,14000000,USD,14000000,Series A,14000000,USD,14000000,Early Stage Venture,"Trinity Ventures, Vertex US, Vertex Ventures, Wing Venture Capital",4
HashiCorp,https://www.crunchbase.com/organization/hashicorp,"Cloud Infrastructure, Cyber Security, Private Cloud","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2012-01-01,year,,,2019-01-01,,,,Venture - Series Unknown,,,,,"Bessemer Venture Partners, Mayfield Fund, Redpoint, TCV, True Ventures",9
Vectra AI,https://www.crunchbase.com/organization/vectra-networks,"Artificial Intelligence, Cyber Security, Network Security, Security","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2010-01-01,year,,,2019-06-10,100000000,USD,100000000,Series E,100000000,USD,100000000,Late Stage Venture,"Accel, Intel Capital, Juniper Networks, Khosla Ventures, TCV",13
Pryon,https://www.crunchbase.com/organization/pryon,"Artificial Intelligence, Machine Learning, Natural Language Processing, Security","Raleigh, North Carolina, United States","Research Triangle, East Coast, Southern US",2017-08-01,month,,,2019-06-11,20000000,USD,20000000,Series A,20000000,USD,20000000,Early Stage Venture,"BootstrapLabs, Greycroft, Plug and Play, Rise of the Rest, Two Sigma Ventures",16
Cato Networks,https://www.crunchbase.com/organization/cato-networks,"Cloud Computing, Mobile, Network Security","Tel Aviv, Tel Aviv, Israel",,2015-02-01,day,,,2019-01-29,55000000,USD,55000000,Series C,55000000,USD,55000000,Late Stage Venture,"Aspect Ventures, Greylock Partners, Lightspeed Venture Partners, Singtel Innov8, U.S. Venture Partners (USVP)",7
Aptible,https://www.crunchbase.com/organization/aptible,"Enterprise Software, Health Care, PaaS, Privacy, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-04-01,day,,,2019-06-18,12000000,USD,12000000,Series A,12000000,USD,12000000,Early Stage Venture,"Maverick Ventures, Rock Health, Thrive Capital, Western Technology Investment, Y Combinator",9
NEAR Protocol,https://www.crunchbase.com/organization/near-0565,"Blockchain, Information Technology, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-06-01,day,,,2019-07-10,12100000,USD,12100000,Series A,12100000,USD,12100000,Early Stage Venture,"Amplify Partners, Coinbase Ventures, Electric Capital, MetaStable Capital, Pantera Capital",7
Blockchain,https://www.crunchbase.com/organization/blockchain-info,"Bitcoin, Blockchain, Finance, FinTech","London, England, United Kingdom",European Union (EU),2011-08-01,day,,,2019-03-27,,,,Venture - Series Unknown,,,,,"GV, Lightspeed Venture Partners, Mosaic Ventures, Virgin Group, Wicklow Capital",17
ErisX,https://www.crunchbase.com/organization/erisx,"Blockchain, Financial Services, FinTech, Information Technology, Insurance","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2018-01-01,year,,,2019-04-30,20000000,USD,20000000,Series B,20000000,USD,20000000,Early Stage Venture,"Bitmain, ConsenSys, Dragonfly Capital Partners, Pantera Capital, Valor Equity Partners",22
ThetaRay,https://www.crunchbase.com/organization/thetaray,"Artificial Intelligence, Big Data, Cyber Security, FinTech, Fraud Detection, Machine Learning, Network Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2013-01-01,year,,,2019-06-12,,,,Corporate Round,,,,,"Bank Hapoalim, General Electric (GE), Jerusalem Venture Partners (JVP), OurCrowd, SVB Capital",8
Aqua Security,https://www.crunchbase.com/organization/aquasecurity,"Cloud Security, Compliance, Cyber Security, Security, Software, Virtualization","Ramat Gan, Tel Aviv, Israel",,2015-01-01,year,,,2019-04-03,62000000,USD,62000000,Series C,62000000,USD,62000000,Late Stage Venture,"Insight Partners, Lightspeed Venture Partners, M12, Shlomo Kramer, TLV Partners",5
Contrast Security,https://www.crunchbase.com/organization/contrast-security,"Cloud Security, Cyber Security, Developer Tools, Enterprise Applications, Enterprise Software, Security, Software","Los Altos, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-01-01,year,,,2019-02-28,65000000,USD,65000000,Series D,65000000,USD,65000000,Late Stage Venture,"AXA Venture Partners, Battery Ventures, General Catalyst, John Thompson, Warburg Pincus",9
Illumio,https://www.crunchbase.com/organization/illumio,"Cloud Security, Cyber Security, Data Center, Enterprise Software, Security","Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2019-02-07,65000000,USD,65000000,Series E,65000000,USD,65000000,Late Stage Venture,"8VC, Andreessen Horowitz, Juniper Networks, Marc Benioff, Valor Capital Group",17
Signal Sciences,https://www.crunchbase.com/organization/signal-sciences,"Cyber Security, Information Technology, SaaS, Security, Software, Web Apps","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2014-03-10,day,,,2019-02-05,35000000,USD,35000000,Series C,35000000,USD,35000000,Late Stage Venture,"CRV, Harrison Metal, Index Ventures, Lead Edge Capital, Oreilly AlphaTech Ventures",8
Expel,https://www.crunchbase.com/organization/expel,"Cloud Security, Cyber Security, Network Security","Herndon, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2016-05-05,day,,,2019-06-18,40000000,USD,40000000,Series C,40000000,USD,40000000,Late Stage Venture,"Battery Ventures, Greycroft, Index Ventures, New Enterprise Associates, Scale Venture Partners",9
Dashlane,https://www.crunchbase.com/organization/dashlane,"Cloud Computing, Identity Management, Payments, Privacy, Security, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2009-07-06,day,,,2019-05-30,110000000,USD,110000000,Series D,110000000,USD,110000000,Late Stage Venture,"Bessemer Venture Partners, Hercules Capital, Inc., Sequoia Capital, Silicon Valley Bank, TransUnion",9
Tessian,https://www.crunchbase.com/organization/checkrecipient,"Artificial Intelligence, Cyber Security, Email, Machine Learning, Professional Services","London, England, United Kingdom",European Union (EU),2013-01-01,year,,,2019-01-25,,,,Venture - Series Unknown,,,,,"Accel, Amadeus Capital Partners, Balderton Capital, LocalGlobe, Sequoia Capital",19
DefenseStorm,https://www.crunchbase.com/organization/praesidio-inc-,"Banking, Cloud Data Services, Compliance, Cyber Security, FinTech, Information Technology","Alpharetta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",2014-05-01,day,,,2019-07-15,15000000,USD,15000000,Series A,15000000,USD,15000000,Early Stage Venture,"Citizens National Bank, Georgian Partners, Harold Brewer, Live Oak Banking Company, TTV Capital",7
SynapseFI,https://www.crunchbase.com/organization/synapsefi,"Banking, Finance, Financial Services, FinTech, Payments, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-04-14,day,,,2019-06-06,33000000,USD,33000000,Series B,33000000,USD,33000000,Early Stage Venture,"9Yards Capital, Andreessen Horowitz, Core Innovation Capital, Trinity Ventures",4
GreatHorn,https://www.crunchbase.com/organization/greathorn,"Cyber Security, Email, Hardware, Internet, Machine Learning, Security","Waltham, Massachusetts, United States","Greater Boston Area, East Coast, New England",2015-04-01,day,,,2019-06-26,13000000,USD,13000000,Series B,13000000,USD,13000000,Early Stage Venture,"Right Side Capital Management, RRE Ventures, Techstars, Techstars Ventures, Uncork Capital",11
Polkadot,https://www.crunchbase.com/organization/polkadot,"Bitcoin, Finance, Software, Web Development","Manchester, Manchester, United Kingdom",European Union (EU),,,,,2019-06-27,,,,Initial Coin Offering,,,,,"Distributed Global, Fabric Ventures, Kenetic, Nirvana Capital, Polychain",6
Onfido,https://www.crunchbase.com/organization/onfido,"Artificial Intelligence, Identity Management, Information Technology, Security, Software","London, England, United Kingdom",European Union (EU),2012-07-01,month,,,2019-04-03,50000000,USD,50000000,Series C,50000000,USD,50000000,Late Stage Venture,"Augmentum Fintech, Idinvest Partners, Plug and Play, Salesforce Ventures, SoftBank",35
DUST Identity,https://www.crunchbase.com/organization/dust-identity,"Cyber Security, Information Technology, Internet of Things, Nanotechnology, Security, Supply Chain Management","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2018-01-01,year,,,2019-07-17,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"Airbus Ventures, Angular Ventures, Kleiner Perkins, Lockheed Martin Ventures, New Science Ventures",6
eSentire,https://www.crunchbase.com/organization/esentire,"Cyber Security, Network Security, Security","Cambridge, Ontario, Canada",Great Lakes,2001-01-01,year,,,2019-03-04,47000000,USD,47000000,Private Equity,47000000,USD,47000000,Private Equity,"Edison Partners, Georgian Partners, Information Venture Partners, Northleaf Capital Partners, Warburg Pincus",8
Trusted Key,https://www.crunchbase.com/organization/trusted-key,"Computer, Network Security, Security","Pleasanton, California, United States","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,2019-07-18,day,2019-04-04,,,,Angel,,,,M&A,"Founders' Co-op, Okta Ventures, Pithia",3
ThreatConnect,https://www.crunchbase.com/organization/threatconnect-inc-,"Analytics, Information Technology, Network Security, Security, Software","Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2011-01-01,year,,,2019-06-04,,,,Corporate Round,,,,,"Grotech Ventures, Providence Strategic Growth, SAP",3
Vulcan Cyber,https://www.crunchbase.com/organization/vulcan-cyber,"Cyber Security, Network Security, Security","Tel Aviv, Tel Aviv, Israel",,2018-03-18,day,,,2019-06-26,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"Michael Sutton, TenEleven Ventures, YL Ventures",3
BitTitan,https://www.crunchbase.com/organization/bittitan-2,"Cloud Data Services, Cloud Management, Cloud Security, Information Technology, SaaS, Software","Bellevue, Washington, United States","Greater Seattle Area, West Coast, Western US",2007-01-01,year,,,2019-07-17,,,,Series B,,,,Early Stage Venture,"Tao Capital Partners, TVC Capital, Vistara Capital Partners",3
Indorse,https://www.crunchbase.com/organization/indorse,"Blockchain, Ethereum, Skill Assessment, Social Network, Virtual Currency","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-05-01,month,,,2019-06-20,4500000,USD,4500000,Venture - Series Unknown,4500000,USD,4500000,,"Brand Capital, Coinsilium Group",2
Druva,https://www.crunchbase.com/organization/druva-software,"Cloud Data Services, Compliance, Data Storage, Enterprise Software","Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2008-08-02,day,,,2019-06-19,130000000,USD,130000000,Series G,130000000,USD,130000000,Late Stage Venture,"Hercules Capital, Inc., Indian Angel Network, Nexus Venture Partners, Sequoia Capital India, Viking Global Investors",13
PerimeterX,https://www.crunchbase.com/organization/perimeterx-inc-,"Computer, Network Security, Security","San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-11-01,day,,,2019-02-11,43000000,USD,43000000,Series C,43000000,USD,43000000,Late Stage Venture,"Adams Street Partners, Canaan Partners, Data Collective DCVC, Scale Venture Partners, Vertex Ventures",6
Proxy,https://www.crunchbase.com/organization/martians,"Augmented Reality, Blockchain, Consumer, Identity Management, Information Technology, Mobile, Mobile Apps, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,,,2019-03-27,13600000,USD,13600000,Series A,13600000,USD,13600000,Early Stage Venture,"Blackbird Ventures (Australia), Coatue Management, Justin Mateen, Kleiner Perkins, Y Combinator",9
Crypta Labs,https://www.crunchbase.com/organization/crypta-labs,"Cyber Security, Internet of Things, Mobile, Security","Islington, Islington, United Kingdom",European Union (EU),2014-05-06,day,,,2019-07-12,1900000,EUR,2143484,Venture - Series Unknown,1900000,EUR,2143484,,"Angels Den, Bloc Ventures, Innovate UK, Pitch@Palace",4
Traction Guest,https://www.crunchbase.com/organization/traction-guest,"Analytics, Enterprise, Enterprise Software, Event Management, Facility Management, Office Administration, Real Estate, SaaS, Security, Software","Burnaby, British Columbia, Canada",,2015-01-01,year,,,2019-06-13,13000000,USD,13000000,Series A,13000000,USD,13000000,Early Stage Venture,"Bessemer Venture Partners, Salesforce Ventures",2
Fnality International,https://www.crunchbase.com/organization/fnality-international,"Blockchain, Ethereum, Finance, Financial Services, FinTech","London, England, United Kingdom",European Union (EU),2019-04-01,month,,,2019-06-03,50000000,GBP,63318229,Series A,50000000,GBP,63318229,Early Stage Venture,"Banco Santander, Credit Suisse, ING Group, NASDAQ, State Street",14
Propy,https://www.crunchbase.com/organization/propy,"Apps, Blockchain, Real Estate, Real Estate Investment, Software","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2016-01-07,day,,,2019-06-11,,,,Venture - Series Unknown,,,,,Second Century Ventures,1
Expanse,https://www.crunchbase.com/organization/expanse-inc,"Cyber Security, Information Technology, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2012-05-01,day,,,2019-04-09,70000000,USD,70000000,Series C,70000000,USD,70000000,Late Stage Venture,"Founders Fund, New Enterprise Associates, Peter Thiel, Susa Ventures, TPG Growth",18
Siemplify,https://www.crunchbase.com/organization/siemplify,"Analytics, Cyber Security, Network Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-01-01,year,,,2019-05-20,30000000,USD,30000000,Series C,30000000,USD,30000000,Late Stage Venture,"83North, G20 Ventures, Georgian Partners, Greylock Partners, Jump Capital",14
VComply,https://www.crunchbase.com/organization/vcomply,"Compliance, Information Technology, Risk Management, Software","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2016-11-07,day,,,2019-07-19,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,Accel,1
BlueVoyant,https://www.crunchbase.com/organization/blueteamglobal,"Computer, Cyber Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-07-01,month,,,2019-05-30,82500000,USD,82500000,Series B,82500000,USD,82500000,Early Stage Venture,"Fiserv, Winton Ventures",2
Berbix,https://www.crunchbase.com/organization/berbix,"Developer APIs, Fraud Detection, Identity Management, Internet, SaaS","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,month,,,2019-07-17,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,"Dream Machine, Fika Ventures, Initialized Capital, Liquid 2 Ventures, Y Combinator",5
Payfone,https://www.crunchbase.com/organization/payfone,"Call Center, Identity Management, Mobile, Software, Wireless","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2008-01-01,year,,,2019-04-17,24000000,USD,24000000,Series G,24000000,USD,24000000,Late Stage Venture,"American Express Ventures, Relay Ventures, RRE Ventures, TransUnion, Verizon Ventures",18
Trace Data,https://www.crunchbase.com/organization/trace-data,"Artificial Intelligence, Privacy, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2019-05-10,day,,,2019-07-01,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,"Accel, Kleiner Perkins, overtime.vc",3
UltraSoC Technologies,https://www.crunchbase.com/organization/ultrasoc,"Cyber Security, Embedded Systems, Hardware, Infrastructure, Software","Cambridge, Cambridgeshire, United Kingdom",European Union (EU),2006-01-01,year,,,2019-07-19,2000000,GBP,2509630,Grant,5000000,GBP,6369329,Late Stage Venture,"Innovate UK, Octopus Ventures, Oxford Capital Partners, Seraphim Capital, The FSE Group",11
GuardiCore,https://www.crunchbase.com/organization/guardicore,"Cloud Security, Data Center, Network Security, Security","Tel Aviv, Tel Aviv, Israel",,2013-01-01,year,,,2019-05-20,60000000,USD,60000000,Series C,60000000,USD,60000000,Late Stage Venture,"83North, Battery Ventures, Deutsche Telekom Capital Partners, Partech, TPG Growth",11
Bitglass,https://www.crunchbase.com/organization/bitglass,"Cloud Security, IaaS, Information Technology, Mobile, SaaS, Software","Campbell, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2019-04-08,70000000,USD,70000000,Series D,70000000,USD,70000000,Late Stage Venture,"Future Fund, New Enterprise Associates, Norwest Venture Partners, Quadrille Capital, Singtel Innov8",5
CloudGenix,https://www.crunchbase.com/organization/cloudgenix,"Computer, Enterprise Software, Information Technology, Internet, Network Hardware, Security, Software","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2019-04-17,65000000,USD,65000000,Series C,65000000,USD,65000000,Late Stage Venture,"Bain Capital Ventures, ClearSky, CRV, Intel Capital, Mayfield Fund",5
JumpCloud,https://www.crunchbase.com/organization/jumpcloud,"Computer, Enterprise Software, Information Technology, Security","Boulder, Colorado, United States","Greater Denver Area, Western US",2012-01-01,year,,,2019-05-23,50000000,USD,50000000,Series D,50000000,USD,50000000,Late Stage Venture,"Foundry Group, General Atlantic, OpenView Venture Partners, Ridge Ventures (Formerly known as IDG Ventures USA), Techstars Ventures",9
