Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
Fastly,https://www.crunchbase.com/organization/fastly,"Cloud Security, Content Delivery Network, Enterprise Software, Internet, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2011-01-01,year,2019-05-16,day,2018-07-17,40000000,USD,40000000,Series F,40000000,USD,40000000,IPO,"August Capital, Battery Ventures, Deutsche Telekom Capital Partners, ICONIQ Capital, Sapphire Ventures",13
Venafi,https://www.crunchbase.com/organization/venafi,"Cyber Security, Enterprise Software, Security","Salt Lake City, Utah, United States",Western US,2004-01-01,year,,,2018-11-29,100000000,USD,100000000,Series G,100000000,USD,100000000,Late Stage Venture,"Foundation Capital, Intel Capital, Pelion Venture Partners, Silver Lake Partners, TCV",8
Dataminr,https://www.crunchbase.com/organization/dataminr,"Analytics, Artificial Intelligence, Enterprise Software, Financial Services, News, Public Safety, Security, Social Media, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2009-01-01,year,,,2018-09-04,,,,Secondary Market,391572500,USD,391572500,Late Stage Venture,"BoxGroup, Credit Suisse, EquityZen, SharesPost Investment Management, Venrock",25
Scout,https://www.crunchbase.com/organization/scout,"Consumer Electronics, Hardware, Internet of Things, Security, Software","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2012-01-01,year,2017-08-25,day,2018-12-12,7400000,USD,7400000,Post-IPO Equity,7400000,USD,7400000,IPO,"Plug and Play, Prosegur, SeedInvest, UpHonest Capital, Wei Guo",8
Arctic Wolf Networks,https://www.crunchbase.com/organization/arctic-wolf-networks,"Big Data, Cyber Security, Network Security","Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2012-01-01,year,,,2018-10-25,45000000,USD,45000000,Series C,45000000,USD,45000000,Late Stage Venture,"Adams Street Partners, Future Fund, Lightspeed Venture Partners, Redpoint, Sonae IM",7
Drawbridge,https://www.crunchbase.com/organization/drawbridge,"Analytics, Artificial Intelligence, Big Data, Digital Marketing, Identity Management, Machine Learning, Mobile, Personalization, SaaS","San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2011-01-01,year,2019-05-28,day,2018-08-20,15000000,USD,15000000,Venture - Series Unknown,15000000,USD,15000000,M&A,"Ericsson Ventures, Kleiner Perkins, Mitsui & Co, Northgate Capital, Sequoia Capital",5
Envoy,https://www.crunchbase.com/organization/envoy,"Facility Management, Human Resources, Office Administration, SaaS, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-02-01,day,,,2018-10-23,43000000,USD,43000000,Series B,43000000,USD,43000000,Early Stage Venture,"Alexis Ohanian, Andreessen Horowitz, Garry Tan, Initialized Capital, Menlo Ventures",17
AnchorFree,https://www.crunchbase.com/organization/anchorfree,"Mobile Devices, Security, Web Browsers","Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2005-11-28,day,,,2018-09-05,295000000,USD,295000000,Venture - Series Unknown,295000000,USD,295000000,,"8VC, Accel, Goldman Sachs, SignalFire, WndrCo",14
Claroty,https://www.crunchbase.com/organization/claroty,"Cyber Security, Industrial, Network Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-01-01,year,,,2018-12-31,,,,Series C,,,,Late Stage Venture,"Bessemer Venture Partners, KfW, Siemens, Team8, Temasek Holdings",17
Sysdig,https://www.crunchbase.com/organization/sysdig,"Cloud Computing, Cloud Security, Internet, Open Source, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-01-01,year,,,2018-09-12,68500000,USD,68500000,Series D,68500000,USD,68500000,Late Stage Venture,"Accel, Bain Capital Ventures, Insight Partners",3
SFOX,https://www.crunchbase.com/organization/sfox,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, FinTech, Trading Platform, Virtual Currency","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2014-01-01,year,,,2018-08-16,23000000,USD,23000000,Series A,23000000,USD,23000000,Early Stage Venture,"Blockchain Capital, Plug and Play, SV Angel, Tribe Capital, Y Combinator",12
ClearDATA,https://www.crunchbase.com/organization/cleardata,"Cloud Data Services, Cloud Infrastructure, Compliance, Cyber Security, Information Technology, Security, Service Industry","Austin, Texas, United States",Southern US,2011-01-01,year,,,2018-11-19,26000000,USD,26000000,Series E,26000000,USD,26000000,Late Stage Venture,"Flare Capital Partners, Health Care Service Corporation, HLM Venture Partners, Humana, Norwest Venture Partners",8
Latch,https://www.crunchbase.com/organization/latch,"Apps, Hardware, Security, Smart Home, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-01-01,year,,,2018-08-22,70000000,USD,70000000,Series B,70000000,USD,70000000,Early Stage Venture,"Brookfield Asset Management, Lux Capital, PCH International, RRE Ventures, Techstars",24
FLIR Systems,https://www.crunchbase.com/organization/flir-systems,"Hardware, Manufacturing, Security, Software","Wilsonville, Oregon, United States","West Coast, Western US",1978-01-01,year,1993-07-02,day,2018-10-01,28700000,USD,28700000,Grant,,,,IPO,U.S. Department of Defense,1
Deputy,https://www.crunchbase.com/organization/deputy,"Compliance, Human Resources, Messaging, Mobile Apps, SaaS, Scheduling, Social, Task Management","Surry Hills, New South Wales, Australia","Asia-Pacific (APAC), Australasia",2008-01-01,year,,,2018-11-28,111000000,AUD,81033254,Series B,111000000,AUD,81033254,Early Stage Venture,"Equity Venture Partners, IVP (Institutional Venture Partners), OpenView Venture Partners, Square Peg Capital",4
Finicity,https://www.crunchbase.com/organization/finicity,"Accounting, Advice, Apps, Big Data, Cloud Data Services, Credit Bureau, Data Integration, Data Visualization, Financial Services, FinTech, Payments, Personal Finance, Predictive Analytics, Security","Salt Lake City, Utah, United States",Western US,1999-01-01,year,,,2018-07-28,29000000,USD,29000000,Series C,29000000,USD,29000000,Late Stage Venture,"Bridge Bank, Experian, Experian Ventures",3
TraceLink,https://www.crunchbase.com/organization/tracelink,"Compliance, Life Science, Pharmaceutical, SaaS, Supply Chain Management","North Reading, Massachusetts, United States","Greater Boston Area, East Coast, New England",2009-01-01,year,,,2018-08-21,93000000,USD,93000000,Series D,93000000,USD,93000000,Late Stage Venture,"F-Prime Capital, FirstMark, Georgian Partners, Goldman Sachs, Volition Capital",7
Pindrop,https://www.crunchbase.com/organization/pindrop-security,"Audio, Cloud Computing, Fraud Detection, Mobile, Retail Technology, Risk Management, Security","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",2011-01-01,year,,,2018-12-05,90000000,USD,90000000,Series D,90000000,USD,90000000,Late Stage Venture,"Andreessen Horowitz, Dimension Data, Felicis Ventures, Goldman Sachs, Redpoint",24
Indegy,https://www.crunchbase.com/organization/indegy,"Cyber Security, Industrial, Infrastructure","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-07-01,day,,,2018-08-28,18000000,USD,18000000,Series B,18000000,USD,18000000,Early Stage Venture,"Aspect Ventures, Centrica, SBI Group, Vertex Ventures, Vertex Ventures Israel",10
Securitize,https://www.crunchbase.com/organization/securitize-inc,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Information Technology, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-18,day,,,2018-11-26,12750000,USD,12750000,Series A,12750000,USD,12750000,Early Stage Venture,"9Yards Capital, Blockchain Capital, Coinbase Ventures, Global Brain Corporation, Ripple",8
Zimperium,https://www.crunchbase.com/organization/zimperium,"Apps, Enterprise Software, Machine Learning, Mobile, Network Security, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2010-08-01,day,,,2018-11-16,12000000,USD,12000000,Series E,12000000,USD,12000000,Late Stage Venture,"Samsung NEXT, Sierra Ventures, SoftBank, Warburg Pincus",9
Lacework,https://www.crunchbase.com/organization/lacework,"Cloud Computing, Cloud Security, Cyber Security, SaaS, Security, Software","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-01-23,day,,,2018-08-28,24000000,USD,24000000,Series B,24000000,USD,24000000,Early Stage Venture,"Alumni Ventures Group, AME Cloud Ventures, Spike Ventures, Sutter Hill Ventures, Webb Investment Network",11
ObserveIT,https://www.crunchbase.com/organization/observeit,"Cloud Security, Compliance, Cyber Security, Information Services, Information Technology, Software","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2006-01-01,year,,,2018-07-17,17000000,USD,17000000,Series B,17000000,USD,17000000,Early Stage Venture,"Bain Capital Ventures, MDI Ventures, NightDragon Security, Spring Lake Equity Partners",4
CyberMDX,https://www.crunchbase.com/organization/cybermdx,"Artificial Intelligence, Cyber Security, Enterprise Software, Health Care, Medical Device, Network Security, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-01-01,year,,,2018-07-17,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"Firstminute Capital, Pitango Venture Capital, Qure Ventures",3
freee,https://www.crunchbase.com/organization/freee,"Accounting, B2B, Banking, Enterprise Software, Finance, Financial Services, Network Security, Software","Tokyo, Tokyo, Japan",Asia-Pacific (APAC),2012-07-09,day,,,2018-08-07,60000000,USD,60000000,Series E,60000000,USD,60000000,Late Stage Venture,"Greyhound Capital, Infinity Ventures, Line Corporation, Mitsubishi UFJ Financial Group, SBI Investment",15
Ideanomics,https://www.crunchbase.com/organization/you-on-demand-holdings,"Artificial Intelligence, Blockchain, Digital Marketing, Financial Services, Information Technology, Marketing Automation, Media and Entertainment, Payments, Supply Chain Management","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2004-01-01,year,2004-06-08,day,2018-10-10,5200000,USD,5200000,Post-IPO Equity,5200000,USD,5200000,IPO,"Advantech Capital, China Telenet Ventures, Lan Yang, Star Thrive Group, Sun Seven Stars Media Group",5
Veem,https://www.crunchbase.com/organization/goveem,"Bitcoin, FinTech, Information Technology, Payments","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-02-01,day,,,2018-09-26,25000000,USD,25000000,Corporate Round,25000000,USD,25000000,,"Alumni Ventures Group, Fenway Summer Ventures, GV, Pantera Capital, Silicon Valley Bank",22
Owl Cameras,https://www.crunchbase.com/organization/owl-cameras,"Automotive, Consumer Electronics, Electronics, Security, Video","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2016-12-29,day,,,2018-08-14,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"Canvas Ventures, Khosla Ventures, Maniv Mobility, Menlo Ventures, Moment Ventures",8
CyberGRX,https://www.crunchbase.com/organization/cybergrx,"Analytics, Big Data, Cloud Security, Cyber Security, Enterprise Software, Information Technology, Network Security, Risk Management, SaaS, Security, Software, Supply Chain Management","Denver, Colorado, United States","Greater Denver Area, Western US",2015-10-01,month,,,2018-11-28,30000000,USD,30000000,Series C,30000000,USD,30000000,Late Stage Venture,"Bessemer Venture Partners, Blackstone Group, GV, Scale Venture Partners, TenEleven Ventures",12
Olive,https://www.crunchbase.com/organization/crosschx,"Business Information Systems, Health Care, Identity Management, Software","Columbus, Ohio, United States","Great Lakes, Midwestern US",2012-06-05,day,,,2018-07-30,32800000,USD,32800000,Series D,32800000,USD,32800000,Late Stage Venture,"Drive Capital, Khosla Ventures, Moonshots Capital, Oak HC/FT, Silicon Valley Bank",8
Flock Safety,https://www.crunchbase.com/organization/flock-safety,"Communities, Security, Software","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",2017-01-01,year,,,2018-11-21,9999999,USD,9999999,Series A,9999999,USD,9999999,Early Stage Venture,"Anorak Ventures, Founders Fund, Initialized Capital, Matrix Partners, Y Combinator",6
Block.one,https://www.crunchbase.com/organization/block-one,"Blockchain, Infrastructure, Internet, Software","George Town, Midland, Cayman Islands",,2017-05-01,month,,,2018-07-16,,,,Corporate Round,,,,,"Bitmain, Blockchain Capital, James Sowers, Peter Thiel, Tally Capital",8
Bitfury Group,https://www.crunchbase.com/organization/bitfury,"Analytics, Bitcoin, Blockchain, Data Center, FinTech, Hardware, Information Services, Information Technology, Mining, Mining Technology","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2011-01-01,year,,,2018-07-31,80000000,USD,80000000,Series C,80000000,USD,80000000,Late Stage Venture,"Blockchain Capital, Dentsu, Galaxy Digital LP, LIAN Group, Macquarie Capital",19
Oasis Labs,https://www.crunchbase.com/organization/oasis-labs,"Blockchain, Cloud Computing, Cloud Data Services","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,2018-07-09,45000000,USD,45000000,Series A,45000000,USD,45000000,Early Stage Venture,"Accel, Dekrypt Capital, Foundation Capital, Kenetic, Polychain",22
TigerConnect,https://www.crunchbase.com/organization/tigertext,"Communications Infrastructure, Compliance, Health Care, Messaging, mHealth, Privacy, Text Analytics","Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",2010-02-01,day,,,2018-09-05,22500000,USD,22500000,Debt Financing,50000000,USD,50000000,Late Stage Venture,"Invus, New Science Ventures, Norwest Venture Partners, OrbiMed, Shasta Ventures",15
Seed CX,https://www.crunchbase.com/organization/seed-cx,"Cryptocurrency, Finance, Financial Services, Infrastructure, Trading Platform","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2015-01-01,year,,,2018-09-12,15000000,USD,15000000,Series B,15000000,USD,15000000,Early Stage Venture,"500 Startups, Bain Capital Ventures, Edward Lando, Harlem Capital Partners, iAngels",12
Cognigo,https://www.crunchbase.com/organization/cognigo,"Artificial Intelligence, Cloud Security, Compliance, Data Center, Network Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-08-01,month,2019-05-27,day,2018-11-13,8500000,USD,8500000,Series A,8500000,USD,8500000,M&A,"MassChallenge, Mitvah Shamir, OurCrowd, Prosegur, State of Mind Ventures",5
Lolli,https://www.crunchbase.com/organization/lolli,"Apps, Bitcoin, Consumer, Cryptocurrency, Financial Services, FinTech, Internet","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2018-03-01,month,,,2018-11-14,2250000,USD,2250000,Seed,2250000,USD,2250000,Seed,"Bain Capital Ventures, FJ Labs, Forerunner Ventures, Gokul Rajaram, SV Angel",10
RiskRecon,https://www.crunchbase.com/organization/riskrecon,"Cyber Security, Network Security, SaaS, Security","Salt Lake City, Utah, United States",Western US,2015-01-01,year,,,2018-08-07,25000000,USD,25000000,Series B,25000000,USD,25000000,Early Stage Venture,"Accel, Dell Technologies Capital, Eight Roads Ventures, F-Prime Capital, General Catalyst",8
Nebula Genomics,https://www.crunchbase.com/organization/nebula-genomics,"Biotechnology, Blockchain, Genetics","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,,,2018-10-10,4300000,USD,4300000,Series A,4300000,USD,4300000,Early Stage Venture,"ARCH Venture Partners, Khosla Ventures, Mayfield Fund, Mirae Asset Global Investments, Windham Venture Partners",12
PureSec,https://www.crunchbase.com/organization/puresec,"Cloud Security, Cyber Security, Enterprise Software, Security, Software","Tel Aviv, Tel Aviv, Israel",,2016-10-01,month,2019-05-29,day,2018-10-04,7000000,USD,7000000,Series A,7000000,USD,7000000,M&A,"Entrée Capital, Square Peg Capital, TLV Partners",3
Aras,https://www.crunchbase.com/organization/aras,"Collaboration, Compliance, Open Source, Software","Solothurn, Solothurn, Switzerland",,2000-03-24,day,,,2018-11-29,70000000,USD,70000000,Series D,70000000,USD,70000000,Late Stage Venture,"Blue Cloud Ventures, GE Ventures, Goldman Sachs Private Capital Investing, Silver Lake Kraftwerk",4
Wallarm,https://www.crunchbase.com/organization/wallarm,"Analytics, Compliance, Cyber Security, Risk Management, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-01-01,year,,,2018-10-22,8000000,USD,8000000,Series A,8000000,USD,8000000,Early Stage Venture,"Amino Capital, Partech, Runa Capital, Toba Capital, Y Combinator",8
Dapper Labs,https://www.crunchbase.com/organization/dapper-labs,"Blockchain, Gaming","Vancouver, British Columbia, Canada",,2018-01-01,year,,,2018-11-02,,,,Series A,,,,Early Stage Venture,"Andreessen Horowitz, Animoca Brands, Union Square Ventures, Venrock, WndrCo",17
Sentryo,https://www.crunchbase.com/organization/sentryo,"Artificial Intelligence, Computer, Industrial, Information Technology, Internet of Things, Security, Software, Technical Support","Charbonnières-les-bains, Rhone-Alpes, France",European Union (EU),2014-07-10,day,2019-06-06,day,2018-12-03,10000000,EUR,11354475,Series A,10000000,EUR,11354475,M&A,"BNP Paribas Développement, Breed Reply, EIT Digital Accelerator, Omnes Capital, Sopra Steria",8
Capsule8,https://www.crunchbase.com/organization/capsule8,"Information Services, Information Technology, Security","Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-10-01,day,,,2018-08-08,15000000,USD,15000000,Series B,15000000,USD,15000000,Early Stage Venture,"Bessemer Venture Partners, ClearSky, Jay Leek, Rain Capital, Shardul Shah",5
Arkose Labs,https://www.crunchbase.com/organization/arkoselabs,"Cyber Security, FinTech, Fraud Detection, Network Security, SaaS, Security, Spam Filtering","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-01-01,year,,,2018-11-15,6500000,USD,6500000,Corporate Round,6500000,USD,6500000,,"Brisbane Angels, Melbourne Angels, PayPal, Transition Level Investments, U.S. Venture Partners (USVP)",5
HyperGrid™,https://www.crunchbase.com/organization/hypergrid-9d54,"Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, IaaS, PaaS, Private Cloud, SaaS","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2016-01-01,year,,,2018-09-12,25000000,USD,25000000,Series C,25000000,USD,25000000,Late Stage Venture,"Acero Capital, Atlantic Bridge, GGV Capital, HighBar Partners",4
Openpath,https://www.crunchbase.com/organization/openpath-security-inc,"Cloud Security, Commercial Real Estate, Construction, Cyber Security, Internet of Things, Mobile Apps, SaaS, Security","Culver City, California, United States","Greater Los Angeles Area, West Coast, Western US",2016-01-01,day,,,2018-07-17,20000000,USD,20000000,Series B,20000000,USD,20000000,Early Stage Venture,"Emergence, Fika Ventures, Pritzker Group Venture Capital, Sorenson Capital, Upfront Ventures",6
Orbs,https://www.crunchbase.com/organization/orbs,"Blockchain, Developer Tools, Internet, Software","Tel Aviv, Tel Aviv, Israel",,2017-01-01,year,,,2018-12-13,15400000,USD,15400000,Venture - Series Unknown,15400000,USD,15400000,,Kakao Investment,1
Corelight,https://www.crunchbase.com/organization/corelight,"Cyber Security, Network Security, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-01-01,year,,,2018-09-11,25000000,USD,25000000,Series B,25000000,USD,25000000,Early Stage Venture,"Accel, General Catalyst, OUP (Osage University Partners), Steve McCanne",4
Ondot Systems,https://www.crunchbase.com/organization/ondot,"Financial Services, Mobile, Security","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2011-01-01,year,,,2018-10-22,,,,Corporate Round,,,,,Citi Ventures,1
Lukka,https://www.crunchbase.com/organization/libra,"Accounting, Bitcoin, Blockchain, Computer, Cryptocurrency, FinTech, Information Services, Information Technology, SaaS, Software, Virtual Currency","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-03-01,day,,,2018-08-07,15000000,USD,15000000,Series B,15000000,USD,15000000,Early Stage Venture,"Ben Davenport, James Pallotta, Lee Linden, Liberty City Ventures, XBTO Group",6
Omada,https://www.crunchbase.com/organization/omada,"Identity Management, Information Technology, Project Management, Risk Management","Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",1999-01-01,year,,,2018-10-30,,,,Corporate Round,,,,,"Altria, Bayerische Motoren Werke, CVC Capital Partners, Maersk, Rock Health",9
Binance,https://www.crunchbase.com/organization/binance,"Bitcoin, Cryptocurrency, Ethereum, Finance, FinTech, Internet, Stock Exchanges","Valletta, NA - Malta, Malta",European Union (EU),2017-07-01,day,,,2018-10-23,,,,Venture - Series Unknown,,,,,"Limitless Crypto Investments, Sequoia Capital, Vertex Ventures, Vertex Ventures China, Vertex Ventures Southeast Asia & India",9
XM Cyber,https://www.crunchbase.com/organization/xm-cyber,"Cyber Security, Network Security, Security","Herzliya, Tel Aviv, Israel",,2016-04-05,day,,,2018-11-13,22000000,USD,22000000,Series A,22000000,USD,22000000,Early Stage Venture,"Macquarie Capital, Nasdaq Ventures, Our Innovation Fund, LP, Swarth Group, UST Global",6
Avanan,https://www.crunchbase.com/organization/avanan,"Cloud Security, Internet, SaaS, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-01-01,year,,,2018-12-17,25000000,USD,25000000,Series B,25000000,USD,25000000,Early Stage Venture,"Greenfield Cities Holdings, L.P., Greenfield Partners, Magma Venture Partners, StageOne Ventures, TPG Growth",5
